timestamp_ms,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16
124000,540,430,442,585,560,725,640,745,520,580,565,405,505,455,95,295
125000,540,430,442,585,560,725,640,745,520,580,565,405,505,455,95,295
125500,549,388,472,582,538,640,820,585,545,515,558,339,519,295,160,415
126000,455,440,438,594,481,540,715,530,432,487,572,339,470,525,225,425
126500,455,485,442,661,481,725,800,540,448,612,509,418,462,350,200,490
127000,549,518,410,624,530,705,670,545,545,560,562,406,519,370,320,420
127500,549,388,472,582,538,715,820,500,545,515,558,339,519,340,200,525
128000,500,440,438,594,481,675,725,520,432,487,572,339,470,385,310,505
128500,455,485,442,661,481,685,800,550,448,612,509,418,462,305,200,490
129000,549,518,410,624,530,685,670,585,545,560,562,406,519,295,405,420
129500,549,388,472,582,538,675,800,595,545,515,558,339,519,320,200,425
130000,455,440,438,594,481,620,700,640,432,487,572,339,470,325,365,380
130500,455,485,442,661,481,715,800,595,448,612,509,418,462,315,200,395
131000,549,518,410,624,530,640,635,570,545,560,562,406,519,390,385,385
131500,552,455,444,624,538,760,755,585,538,545,556,376,519,220,295,385
132000,525,485,442,620,535,565,800,725,460,612,545,425,515,320,325,295
132500,552,455,444,624,538,575,800,725,538,545,556,376,519,425,200,275
133000,550,317,526,546,550,575,800,725,450,546,474,317,450,425,200,275
134000,495,317,526,546,495,610,635,60,535,546,474,317,430,640,740,395
135000,550,317,526,546,550,575,660,0,450,546,474,317,495,785,570,450
136000,495,317,526,546,550,575,660,0,350,546,474,317,540,665,775,425
137000,510,317,495,505,590,1000,550,0,240,470,474,317,540,395,645,195
138500,500,317,526,505,590,575,660,0,240,470,474,317,540,710,765,425
139500,450,317,526,505,515,575,660,0,240,470,535,330,475,715,700,425
140500,495,317,526,505,450,1000,555,0,470,535,535,395,430,45,430,445
141500,455,317,526,505,485,305,250,35,425,535,535,395,440,655,90,945
143500,455,317,526,505,485,305,250,35,425,535,535,395,440,655,90,945
144500,495,565,230,500,530,785,705,390,500,545,670,500,500,185,175,870
147500,460,565,210,500,530,785,705,390,500,460,540,555,500,185,220,620
149500,470,565,210,500,530,280,220,585,500,460,540,700,500,315,350,970
150500,470,565,210,500,530,815,765,390,500,580,505,425,500,205,210,555
151500,470,460,295,435,530,815,690,0,425,555,505,425,500,205,210,990
152500,500,480,340,500,500,950,155,5,500,575,650,500,500,390,190,1000
153500,500,500,295,500,500,895,145,70,500,500,650,435,500,390,230,1000
154500,565,500,340,500,500,840,180,70,500,500,725,500,500,325,160,1000
155500,565,500,340,500,545,765,220,70,525,500,725,500,530,315,230,1000
156500,480,500,340,575,515,765,220,70,470,535,725,545,505,315,230,1000
157500,440,500,340,575,470,765,220,70,470,535,315,385,375,315,230,1000
158500,445,500,340,575,550,765,220,70,470,535,315,385,375,315,230,1000
160500,445,500,340,575,550,200,265,610,470,535,520,385,375,715,360,390
164500,450,400,395,500,535,755,175,105,475,500,725,500,435,360,175,1000
165700,500,204,916,819,500,538,800,725,500,796,84,181,500,462,155,265
167700,500,500,305,500,500,620,185,780,500,500,715,500,500,380,140,235
169700,500,204,916,819,500,535,820,725,500,796,84,181,500,440,625,275
171700,500,500,305,500,500,250,220,585,500,500,715,500,500,685,545,270
173700,565,204,916,840,545,200,290,600,435,796,84,190,370,445,170,900
175700,610,204,916,755,555,625,510,530,500,796,84,175,445,390,535,630
177700,500,387,500,593,500,195,355,635,500,612,500,406,500,425,200,1000
178700,570,375,585,645,480,230,445,695,365,595,535,375,305,445,205,995
